Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Sentiment_Label,review_length
456266,B003BJZMSM,A2BN4MQDZIN4KT,gnasmile,1.0,1.0,2.0,1308268800.0,Potato Styrofoam Tubes...,"These are nothing like french fries. When you open the bag, a bunch of little tube-shaped flavorless ""potato sticks"" are staring back at you. They are literally the consistency of styrofoam. Ever had cheese curls? They're the texture of that, but the exterior is smooth. It is extremely odd. Due to the smooth exterior, the ""sea salt"" (which I find to be remarkably similar to table salt) doesn't stick. So the entire bag is covered in salt, but very little ends up being on the actual ""fry""<br /><br />I'm sitting here eating a bag as I type this, and honestly, it's really hard for me to finish. They don't even taste like potato. They taste like paper. Salty paper. I mean if you're into bland and tasteless food, this will be right up your ally. But there are many other healthy alternatives that taste SO much better.",negative,-1,147
246479,B002D4DY8G,A3FBMSWBJ202SF,amazon's fan,0.0,0.0,5.0,1259107200.0,Full flavor and fragrant,"Chocolate always compliments coffee.  It's the same case here.  The dark chocolate taste is obvious but not overpowering.  The coffee smells and tastes very smooth.  So, it truly is a good combination for what it is.",positive,1,36
535615,B001E5DR5U,A36SCABC3505KM,Wilma Knight,0.0,0.0,5.0,1301788800.0,Best Biscotti Ever,"My local grocery no longer carries this product so of course, I turned to Amazon.I don't know how good the other flavors are, but as an addict of cranberries....YUM! These are super crispy biscotti which is how I like the.",positive,1,40
384613,B008CTBK7S,A1ECU9AC5YMKVD,"Natasha M. Duncan ""DaysonsMom""",3.0,3.0,5.0,1317686400.0,Great tasting product with half the fat.,I use this product in my whey protein drink. It has great taste and only a fraction of the fat. There are 220 calories in 2 TB of regular PB and only 45 in this version. I took the product with me camping. It mixed well with water for a great sandwich.,positive,1,52
350168,B0000GIVFA,A2G5O30KOVQC2V,Jean Giles,0.0,0.0,5.0,1330041600.0,not a soda drinker,"I came across this soda entirely by accident when I went out with some friends to a Peruvian restaurant. They didn't have much to offer for beverages and even though I normally don't drink soda I decided to give this Peruvian favorite a try. I liked it! It reminded me of cream soda with a hint of lime and very carbonated. I can't beleive that I ordered a six pack off of Amazon but I wanted to introduce it to some family members. Instead, when it arrived I stashed it away and lovingly and selfishly enjoyed each can until it was gone!",positive,1,102
532006,B005K4Q34S,A3BG7UCYMIJZU4,"T. Bruce ""wanna be Paula Deen""",1.0,2.0,2.0,1320364800.0,Not as expected,I bought thinking it was capuccino but it is way too sweet for my taste. And diabetics should'nt have that much sugar. No more for me.,negative,-1,26
237174,B005FCN8ZM,A1W7H7GDFJIB56,M. Brown,0.0,0.0,5.0,1336435200.0,Great product!,"I ordered this coffee for my husband, who is a huge coffee fan.  He really likes the bold flavors.  The product shipped fast, was fresh and the packaging was nice.  We will certainly buy this product again.",positive,1,37
384978,B001RNHITU,A2A3XV2R7CQMBV,"Amanda Peck ""amanda931""",1.0,2.0,5.0,1250208000.0,high class ramen,"Or, as it says on the package Ramyun.<br /><br />Really right spicy. With both a (high salt and MSG) broth package and a dried vegetable packet.  The mushrooms in the packet never cook to my desired doneness, but they are edible.<br /><br />It may say how eccentric I can be that I think these are great for breakfast.<br /><br />Unfortunately, they were on sale when I bought them, and are not available at all just now.  And I'm down to only one package left.",positive,1,84
373391,B001BM62T4,A1XDMYX8QOW07N,Geoffrey Kleinman,3.0,4.0,2.0,1244332800.0,Not A Good Espresso Substitute but OK for Rooibos Chai,"I am an avid tea drinker who turned to the drink after realizing my body can't really tolerate coffee. I enjoy Rooibos on occasion and use it for chai when serving to people who are sensative to caffine.<br /><br />One important point about Rooibos is that it isn't technically tea it doesn't come from the Camellia Sinensis fmaily and therefore is considered an herbal.  It's a common mistake to label things which aren't true tea as teas, but a bigger mistake would be to label this ""espresso"".<br /><br />The only thing Red Espresso has in common with Espresso (aside from how you may chose to prepare it) is how it is ground.  When dealing with herbals and teas the more surface area that the water has contact with when you brew it, the more bitter the resulting beverage. With Red Espresso, rather than getting a sweet and clean tasting beverage, that you'd get from traditionally prepared rooibos, you get one which is much more bitter and sharp.<br /><br />I tried preparing this tea a number of different ways and found it took a lot to get the water to grounds ratio right. With only one exception I was never quite pleased with the resulting beverage.  The best luck I had with Red Espresso was to put it on the stovetop in water and then add chai spices to the mix, drain through a strainer and then adding milk and sweetner.<br /><br />I recognize people will turn to products like this for the health benefits, but I think they'll be disappointed with the experience of drinking this like coffee. For a much better coffee substitute I recommend Choffy which approximates the taste of coffee much closer.<br /><br />But if you're looking to give up your regular cup-o-joe for tea, this isn't the way to go. You'd be much better served picking up some Yunnan Gold or an Assam black tea, brewing it strong and adding milk and sweetener (if desired). If you're set on rooibos then look for the full unground needles to use to brew a much more pleasant cup.",negative,-1,350
562376,B009AFJ548,AHE0IJO7LA6J7,Maggie23,2.0,6.0,1.0,1304121600.0,Way too expensive,"When I first tried this product I loved it and used it in my baking (I run a small online bakery) and would have given it 5 stars for sure. Now in less than a month they've hiked the price up from just under $6 per package to $8.99, and no long offer Super Saver Shipping, and charge nearly another $8 for shipping? Save your money. This is just ridiculous.",negative,-1,70
12727,B001ELLB4S,ABM96SENKW7TF,Alvaro Iglesias,1.0,1.0,1.0,1316476800.0,Nasty taste!,"Expensive, nasty and low in protein! I really don't understand how this product has got good reviews. I am not exagerating but the taste is nasty. I drunk it once and the rest I flushed through the toilet. Bad!",negative,-1,39
566792,B001PQTYN2,A1DMGVJE1OCY87,Dutchman,2.0,2.0,5.0,1335744000.0,Not as hot as was described in reviews but excellent sauce !,"This sauce is hot but no where near as hot as Chodruff talks about in his review. That was merely good storytelling rather than a truthful review of this sauce. The sauce has a very pleasant fruity tasty but not from any additives but rather from the natural taste of the ghost chili the main ingredient (although it has an odd smell like sweaty socks). Its no where near as hot as Dave's original insanity sauce. I can eat it a drop or two at a time on a corn chip or in a taco and the burn is moderate to hot but not crazy hot, whereas Dave's original insanity sauce would make a whole pot of chili burn with just a drop or two. This is one of my favorite sauces now. I bought a bottle a month ago and it is about 1/3 gone whereas Daves insanity lasted me years ( unless my tolerance is just growing ;-) ) Enjoy!!!",positive,1,162
159236,B002IYDXVE,A2BIUVNU4R0ONS,"Nikita ""Kita""",1.0,3.0,2.0,1302652800.0,Expensive and MESSY.,"I was buying <a href=""http://www.amazon.com/gp/product/B002IYDXVE"">Enfamil Premium Lipil Single Serve Powder Packets 17.4 g Sticks, 16-Count Boxes (Pack of 2)</a>, they will make 4oz of formula and are in packages just like sports drinks...HOWEVER the packaging SUCKS. Baby formula does not pour well and can get caught in the tinest of wrinkle and then come rushing out when it makes it way past. It's very light and fluffy so spills go everywhere. The single serve sticks are also larger, longer in length and can take up space in your diaper bag, you can't fold them up it's just awkward all around, especially to pour them in the car or at the mall, etc. Not to mention EXPENSIVE. Really EXPENSIVE, 8 packs for $12-$16. Meaning 8 bottles for that, when a whole formula case is $25. MAKE YOUR OWN SINGLE SERVE SOLUTIONS! I really can't express to you how awful the packaging is on these, they spill every single time, I'm no butterfingers so I know it's not me. The tear wrong, the formula comes gushing out after you try to coax it down when it gets stuck no matter how hard you try to flatten it out before you open. All in all, this is a great idea in theory, it just fails in design.<br /><br />Here are two cheaper and more efficient solutions:<br /><br /> Most moms have and use either the <a href=""http://www.amazon.com/gp/product/B000RFCXIK"">Munchkin Powdered Formula Dispenser Combo Pack, Colors Vary</a> or a variant of it ( hear its not as good as this one and I believe it). We got a <a href=""http://www.amazon.com/gp/product/B0006BAJIG"">Philips AVENT Formula BPA-Free Dispenser/Snack Cup</a>and I think it's excellent quality and wonderful, the dividers do not ""leak"" into each other at all since it's one piece mold, and you can just take it out if you want to use for snacks, it's a must have. That said, its so big in my diaper bag. I like to have as much room in my bag as I can, and every inch counts.<br /><br />So I got These plastic bags make it possible. Plus if I have sports powdered mixes, etc I can use these as well for myself.  Why not make your own single serve pouches? I looked into a few kinds and these <a href=""http://www.amazon.com/gp/product/B002EDINH8"">500 Poly Bag Clear Zipper Shipping Bags 3"" X 4""</a> were the best economically, (bags for cost) I can pack 3 or 4 bottles worth in the same space that a pack of altoids would take up, less actually. About 2 or 3 on top of each other is the thickness of my iphone 4. I can fit about 8 bags inside the avent formula dispenser. This is way better than the size more conventional formula dispensers hold. The best way to pour it into your cup or baby bottle ( from experience ) is to pinch it at the ziplock seam, open it so that the left corner is touching the right corner, and pour it out. Never spill a drop, no mess all over the place, love it.<br /><br />That said I would NEVER Give up the avent formula dispenser, I actually bought another because I love using them at home. I sit these out on the counter and I don't have to clutter up the kitchen, plus when a baby sitter comes over I just tell her pour one compartment into the bottle and shake. I also fill up bottles of water and have them waiting at the ready so I practically have to  nothing to make a bottle when I am tired or relying on others. These are a must have. If you don't want to fuss with the baggies, I would say this is the best compact formula dispenser for your money and on the market, hands down it sweeps the competition. Don't buy the cheaper ones, their dividers SUCK and the lid is iffy. This is the one that works best. Also, the best way to pout it out and get it all out quick and fast is to line up the hole with the bottle and SHAKE SIDE TO SIDE Rapidly. Back and forth, left to right, three or four times and it's all out! Don't worry, you wont spill and the formula wont get mixed up in the compartments.<br /><br />These options are the best value for your money. You have a new baby, you have PLENTY of other things to spend your money on, the list never ends babies suck you dry, so don't waste the money on these if you don't have to. Hope this helps.",negative,-1,764
479502,B0002I0GVS,A93OVQE7171W0,GSrepo,3.0,3.0,2.0,1297900800.0,Dog doesn't like it.,"This was the first food I fed my puppy. She's always been skinny and we can leave food out for her to nibble on all day. That is until we switched to a different dog food (Wellness core). As soon she tried her new food she ate the whole bowl! It's only her third day eating the new stuff and she's already visibly gained weight. It's kinda sad to realize that she's just been forcing herself to eat this food.<br /><br />I give it 2 stars because there's nothing wrong with the ingredients that I know of, but make sure your dog is willing to eat this bland food.",negative,-1,109
316231,B000GWLUGU,A1IRCA0BTW0LLD,Smart,4.0,4.0,5.0,1178928000.0,That's a spicy!,"If you've tried the conventional Kettle crinkle chip verson Salt and Peper, you CAN'T compare these to those!  These are easily some of the most spicy chips you will ever eat, but oompletely enjoyable.  You finish the bag and the indside is just coated with spices.  Great stuff.",positive,1,48
79343,B003TNANSO,A5FOEJJRDW6DM,shoemom,0.0,0.0,5.0,1339459200.0,Really really good,"Of all the gluten free foods I have had to eat lately, these are actually really good. I will definitely be buying these again",positive,1,24
382213,B0026LINFK,A2JJXZCWG83UKQ,Karl H. Boehm,0.0,1.0,5.0,1328313600.0,Healthy Treats,"I have been giving my dog these treats since she has been a puppy.  She loves them and were great rewards for her training.  Best of all, they have kept her teeth and gums clean and free of plaque.  I recommend them to all dog owners.  Buying them from Amazon on a recurring basis has been a lifesaver.  These treats do not last long on store shelves so finding them locally has been difficult.  Thanks Amazon for solving my source problem!",positive,1,81
79651,B004TJD758,A25AZWQRGZPK4A,Tara,0.0,0.0,4.0,1348358400.0,My first Amazing Grass product,"I really like this Superfood, but this is the only amazing grass product I have tried. If it doesn't dissolve really well, it can be a bit sweet. I've discovered that it dissolves really well in soy milk, but not almond or coconut milk. I also love the way it makes me feel. I'm gonna try some more of the flavors.<br /><br />Also, this is one of the amazing grass products that is not organic. Most are; this one isn't.",positive,1,80
100212,B00954NYVY,A3MNHGI16H85B8,Sharon Hopson,0.0,0.0,5.0,1326844800.0,Double Black Diamond,I LOVE this coffee.  It's strong and bold without a bitter aftertaste.  I have just placed an order for another one.,positive,1,21
452773,B003D4MYLS,A38O27BDP2QECS,"Erik R. Swierk ""Mr Busy Busy""",0.0,0.0,4.0,1341792000.0,Stash Tea at it's best,"I'm a fan of all kinds of teas so it's easy to give them a thumbs up.  The single pouches are what I use to take with me to work or camping which cuts down on space AND lets me share with others easier.  Great product at home or on the go for sure.  They do have strings, staples and paper tags which is why I only gave it a 4 star.  Eliminate those wasteful parts and they're a five star for sure.",positive,1,83
329557,B002QWHJOU,AHD1NIMHE5F4D,Alycat's,0.0,0.0,5.0,1341792000.0,Greenies,Thank you so much for sending us this product that our dogs love so much! It was neatly packaged and enjoyed by the dogs the minute we opened the package. The deal is amazing!,positive,1,34
121467,B001JJZCVI,AONJ7CR8R11NU,"CB ""clb99""",12.0,14.0,3.0,1265241600.0,Unbelievable!,"I was shocked to see this.  Maybe I've misunderstood what they are selling here, but I don't think so.  Locally I can buy a box like this that has 36 1.5 oz bags for $7.80.  I gave this 3 stars because the product is great, but the price is extremely high ($22.97 at posting).",neutral,0,54
328506,B0029TAVKE,ALSAOZ1V546VT,"A Research It Maven ""Just the facts please""",6.0,6.0,5.0,1267660800.0,Other reviewers are correct: Creamy Tomato Parmesan is great soup!,"Campbells Creamy Tomato Parmesan soup at hand is very tasty and convenient! I notice when I have a stuffy head, or especially a sore throat, that it is really soothing. I swear it made my throat better, and I really FELT better after I sipped it down. The only thing I do not like is how SWEET this soup is, which I wasn't expecting. But, still, its good. However, the classic tomato flavor is NOT so sweet and it has HALF the calories of this one! <a href=""http://www.amazon.com/gp/product/B000MIFS5M"">Campbell's Soup at Hand, Classic Tomato, 10.75-Ounce Microwavable Cups (Pack of 8)</a>.<br />Creamy Tomato Parmesan:<br />Calories  -  220 (per unit)<br />Protein  - 5 grams<br />Fat  -  7 grams<br />Carbs - 35 grams<br />Sugars -  20 grams<br />and only 27% of calories from fat!",positive,1,130
281541,B00473O48K,A1ZOH2OQJQ2NPI,SarahParks79,1.0,1.0,5.0,1316476800.0,Deeee-lish!,My husband is GF and a vegan-- we make these using egg replacer and do the option with oil instead of margarine.  They are really really good!  Very moist!  Easy to bake and never last long in this house!  Yummy!,positive,1,40
49867,B000FKMNSM,A1XWK6ZWTW4C3B,"Tammie Travis ""//Tt//""",3.0,3.0,4.0,1261958400.0,Lifesavers - Pineapple flavor,"Please add more Pineapple flavor to your packages of lifesavers, in fact, can you sell pineapple flavor by itself?",positive,1,19
19106,B000LQNK96,A3TYSPEXGSD8DQ,Robin Cartwright,2.0,4.0,5.0,1239926400.0,Love this product,I have ordered this product many times. I do wish could count for a non shipping fee item like it used to be instead of having it shipped from somewhere else.,positive,1,31
64340,B001EO5YAC,A2DK859MMN6DXI,"D. Beaulieu ""FioridiLuna""",0.0,0.0,4.0,1211932800.0,Back to Italia,It was wonderful to find these coffee beans; we've been looking for them since we returned from our trip to Italia.  The wonderful aroma and flavor takes us back to the little kitchens of our cousins and sidewalk cafes of Rome and Bologna.,positive,1,43
354926,B004HYH8PU,A93B4YN4BD3UK,"Elizabeth Whitmire ""technophile, pet lover, &...",1.0,1.0,5.0,1322438400.0,"My cat loves Spot's Stew, and I know it's good for him.","I've seen other reviewers say their cats wouldn't eat the vegetables in Spot's Stew. Before deciding for or against this product, try just a couple of flavors from Petco or Petsmart first. My cat goes ga-ga for all of this product, including the vegetables. Every cat's different. I know this product is healthy from looking at the label. I used to buy Blue, but one of the top Blue ingredients is chicken meal, which, if you look that up on the internet, is chicken skin. Uggh! I wouldn't ever want my furry loved one to eat skin - that's like feeding a human infant McDonald's, no offense to McD's.",positive,1,109
535397,B005HB4HH4,A31DCD0A4IPPV0,Joshua Wagner,2.0,2.0,5.0,1318636800.0,Great coarse salt,"Great buy!  Fantastic taste and pleasing pink hue from the iron content.  I prefer a grinding salt, and this one is unprocessed for it's better for you.",positive,1,27
201064,B00395570G,A5Z2YD65URJ3M,"Scott Van Rooy ""Scott""",0.0,0.0,5.0,1289088000.0,great coffee,good to the last drop. my wife drink it all in about 1-1/2 weeks(pack of 2) thats 48 k-cups. i guess it was good.<br />i guess i will get more.,positive,1,30
15304,B00503DP0O,A1Q7A78VSQ5GQ4,"Nice Lady ""a reasonable person""",0.0,0.0,5.0,1312416000.0,"Delicious , Nice soft texture","I really was expecting some nearly straw-like hard thing. I was expecting NOT to like it.<br /><br />Much to my surprise, it was actually very good with quite a few nice flavors-coconut, chocolate, oats, etc. that all came together well.  (And I'm like Mikey on the old Life cereal commercials-I don't like these things usually.)  But, I was looking for something tolerable to eat on the run or at the desk. It certainly is tastier than that.<br /><br />The nutritional analysis is pretty good.  At 180 calories and  9 grams of fat, it probably is most appropriate as a snack substitute, commuter or travel tidbit, or as a meal component with your tea, coffee, milk & fruit. If you're hungry & want something good, healthy, and quickly, this is a good choice.<br /><br />No trans fat, but be aware it is not low-fat.  No Vitamin C, minimal calcium but a good source of fiber and whole grain.  Good source of Omega 3 Fatty acids, low source of protein (2 g).<br /><br />So enjoy it as a healthy, tasty source of fiber and Omega 3 Fatty Acids, but you should look elsewhere in your diet for protein, Vitamin C, Calcium-not significantly fortified there.<br /><br />But, hey, it's much better than a standard cookie and tastes just as good or better!",positive,1,219
347291,B001HTL7TG,AG877WJ5N03QV,shiloh66,0.0,0.0,5.0,1345075200.0,I Love Gin Gins,"I really like the flovor of the Gin Gins. I bought some at a discount store just to try, then ordered by bulk from Amazon....sharp, spicy flavor....I am addicted.",positive,1,29
397935,B000V17MLS,A1Y0KMNFRZXTD1,Cherrone,0.0,0.0,5.0,1346803200.0,I love this!,"This paste is AWESOME!! I got wind of it from an Indian food truck and was dying to figure out how to make it myself, thus went the search for butter curry.  I cannot stress enough how good this is.  I use it for chicken and now have tried it with shrimp; DELISH!!  Will be buying packs and packs of this as often as I can!",positive,1,66
521994,B000GJ4PZG,A3QQVHLUKUOMPF,M. H. Thurman,0.0,0.0,5.0,1322179200.0,yummy!,"Absolutely the best candy out there! Fresh! Brought back my childhood and made me eat too much! The cream filling was soft and wonderful, and the caramel was some of the best I've ever eaten.",positive,1,35
88370,B004ZY7NKC,A1X1CEGHTHMBL1,jjceo,0.0,0.0,5.0,1339372800.0,This is a light and refreshing drink that is good for you when are hot from exercise or working outside!,"Working outside in the summer or exercising can deplete your body of necessary water, electrolytes and energy. This is a good tasting low calorie drink that refreshes you and helps maintain a healthy balance of what your body needs. Each 32 ounce bottle has 4 servings and each serving has 20 calories, 5 Grams of sugar, 110 mg of sodium and 30 mg of potassium. It replaces the salt you have lost from sweating and the potassium helps your muscles not cramp.<br /><br />This is an ideal drink for those lighter workouts or if you are diabetic and need to get refreshed quickly but don't need a lot of sugar. It contains the same electrolytes and hydration as the original Gatorade with ½ the calories and 1/3 of the carbohydrates.<br /><br />It is great for those hot summer days. It is best served cold and shaken before drinking.<br /><br />The unit price here is not bad but the shipping is extremely high. It is a very good product.",positive,1,168
